ACC:-989,-569,16510;GYRO:-182,-402,-243;
ACC:-987,-569,16507;GYRO:-181,-402,-243;
ACC:-986,-570,16506;GYRO:-179,-403,-243;
ACC:-985,-571,16504;GYRO:-178,-403,-242;
ACC:-981,-574,16501;GYRO:-177,-403,-241;
ACC:-981,-576,16499;GYRO:-176,-404,-240;
ACC:-984,-578,16501;GYRO:-175,-403,-238;
ACC:-985,-581,16502;GYRO:-175,-403,-237;
ACC:-987,-582,16507;GYRO:-175,-402,-236;
ACC:-989,-584,16512;GYRO:-175,-401,-235;
ACC:-992,-585,16518;GYRO:-176,-401,-235;
ACC:-993,-584,16523;GYRO:-177,-401,-234;
ACC:-996,-584,16527;GYRO:-177,-400,-234;
ACC:-998,-582,16527;GYRO:-178,-399,-234;
ACC:-1002,-579,16528;GYRO:-178,-398,-234;
ACC:-1003,-578,16529;GYRO:-179,-397,-235;
ACC:-1003,-575,16529;GYRO:-179,-397,-235;
ACC:-1004,-574,16530;GYRO:-179,-396,-236;
ACC:-1004,-574,16528;GYRO:-177,-395,-236;
ACC:-1004,-574,16525;GYRO:-176,-394,-236;
ACC:-1003,-574,16522;GYRO:-175,-394,-237;
ACC:-1006,-574,16520;GYRO:-174,-394,-238;
ACC:-1007,-574,16517;GYRO:-172,-395,-239;
ACC:-1007,-572,16520;GYRO:-172,-397,-239;
ACC:-1006,-571,16523;GYRO:-172,-398,-240;
ACC:-1002,-571,16523;GYRO:-172,-399,-239;
ACC:-999,-571,16523;GYRO:-173,-400,-238;
ACC:-998,-569,16522;GYRO:-174,-402,-238;
ACC:-997,-571,16520;GYRO:-176,-402,-238;
ACC:-995,-575,16522;GYRO:-177,-403,-238;
ACC:-994,-577,16524;GYRO:-177,-404,-237;
ACC:-990,-581,16527;GYRO:-178,-404,-236;
ACC:-988,-585,16529;GYRO:-179,-404,-235;
ACC:-986,-589,16528;GYRO:-179,-404,-234;
ACC:-984,-593,16529;GYRO:-179,-404,-233;
ACC:-987,-595,16533;GYRO:-178,-404,-232;
ACC:-989,-598,16539;GYRO:-178,-404,-232;
ACC:-989,-601,16546;GYRO:-178,-404,-231;
ACC:-990,-600,16554;GYRO:-178,-405,-231;
ACC:-991,-595,16560;GYRO:-178,-406,-230;
ACC:-993,-588,16563;GYRO:-178,-407,-231;
ACC:-994,-582,16566;GYRO:-178,-407,-231;
ACC:-995,-579,16571;GYRO:-177,-408,-232;
ACC:-998,-577,16575;GYRO:-177,-408,-233;
ACC:-1001,-574,16576;GYRO:-177,-409,-234;
ACC:-1002,-571,16576;GYRO:-177,-409,-235;
ACC:-1003,-571,16573;GYRO:-176,-410,-237;
ACC:-1004,-569,16566;GYRO:-176,-411,-238;
ACC:-1004,-570,16559;GYRO:-176,-411,-238;
ACC:-1003,-574,16552;GYRO:-176,-411,-238;
